# SquatchScout export · weights R/E/D/B/S=25/20/20/20/15 · data © OpenStreetMap contributors (ODbL) + business websites
id,display_name,name,score,tier,street,city,state,postcode,country,address_source,website,domain,emails,phones,socials,is_chain_suspected,enrichment_status,llm_status,founded_year,owner_operated,owner_name,family_owned,site_builder,has_booking,has_chat,reasons
28bebd6fef24475aac7ee6d7f7dcd803,KC Dental,KC Dental,95.0,A,West Parmer Lane,Austin,TX,78729,US,osm,https://www.kcdentalaustin.com/,kcdentalaustin.com,info@kcdentalaustin.com,+15129180888,https://www.facebook.com/people/KC-Dental/100063807450047/ https://www.instagram.com/kcdentalaustin/ https://www.yelp.com/biz/kc-dental-austin,False,ok,done,2006,true,Dr. Kyleen Chen,false,wordpress,false,false,verified email (MX ok) +12; valid phone +8; contact page found +3; website reachable +2; founded 2006 (20 yrs) +8; full address in OSM +3; opening hours in OSM +2; phone/website in OSM +2; live website +5; DIY site builder (wordpress) +7; no online booking +5; no chat widget +3; independent (not a chain) +12; physical address known +4; real business name +4; 20 years old +8; owner named on site +4; family-owned / owner-operated +3
bf89997c29f94595b5f18199e62687ef,Dental Smiles Family & Cosmetic Dentistry,Dental Smiles Family and Cosmetic,92.0,A,Barbara Jordan Boulevard,Austin,TX,78723,US,osm,https://mydentalsmiles.com/,mydentalsmiles.com,info@mydentalsmiles.com,+15124679955 +15123229966,https://www.facebook.com/dentalsmiles78723/,False,ok,done,2010,true,Divya Shetty,true,wordpress,false,false,verified email (MX ok) +12; valid phone +8; contact page found +3; website reachable +2; founded 2010 (16 yrs) +8; full address in OSM +3; opening hours in OSM +2; phone/website in OSM +2; live website +5; DIY site builder (wordpress) +7; no online booking +5; no chat widget +3; independent (not a chain) +12; physical address known +4; real business name +4; 16 years old +5; owner named on site +4; family-owned / owner-operated +3
6ac4491f97044f1c9b17d484d6c1c7b5,Kunik Orthodontics,Kunik Orthodontics,86.0,A,West 3rd Street,Austin,TX,78703,US,osm,https://www.kunikorthodontics.com/,kunikorthodontics.com,contact@drkunik.com,+15123277575 +15123278818 +15127671327,https://www.instagram.com/kunikorthodontics/ https://www.facebook.com/RandyKunikDDS,False,ok,done,1991,,Dr Kunik,false,,false,false,verified email (MX ok) +12; valid phone +8; contact page found +3; website reachable +2; founded 1991 (35 yrs) +8; full address in OSM +3; phone/website in OSM +2; live website +5; no online booking +5; no chat widget +3; independent (not a chain) +12; physical address known +4; real business name +4; 35 years old +8; owner named on site +4; family-owned / owner-operated +3
f1ff180cc8964cec9ccceeb4a8e5b706,Smile 360,Smile 360,81.0,A,South Lamar Boulevard,Austin,TX,78704,US,osm,https://www.smile360atx.com/,smile360atx.com,,+15124444746 +15126400426,https://www.facebook.com/SMILE360 https://twitter.com/SMILE360ATX https://www.instagram.com/smile360atx,False,ok,done,2006,,Dr. Ip,false,,false,false,valid phone +8; contact page found +3; website reachable +2; founded 2006 (20 yrs) +8; full address in OSM +3; opening hours in OSM +2; phone/website in OSM +2; live website +5; no online booking +5; no chat widget +3; copyright year 2012 is stale +5; independent (not a chain) +12; physical address known +4; real business name +4; 20 years old +8; owner named on site +4; family-owned / owner-operated +3
8d709f046834407c81d1f90e6b09b796,Canvas Dental,Canvas Dental,77.0,A,Farm to Market Road 1826,Austin,TX,78737,US,osm,https://canvasdental.com/,canvasdental.com,smile@canvasdental.com,+15126464505,https://www.facebook.com/canvasdental/ https://www.yelp.com/biz/canvas-dental-austin http://facebook.com/canvasdental,False,ok,done,,,Dr. Arismendi,false,wordpress,false,false,verified email (MX ok) +12; valid phone +8; contact page found +3; website reachable +2; full address in OSM +3; phone/website in OSM +2; live website +5; DIY site builder (wordpress) +7; no online booking +5; no chat widget +3; independent (not a chain) +12; physical address known +4; real business name +4; owner named on site +4; family-owned / owner-operated +3
84232a1972264ce0bc9ef81a5cc2dfa8,Valencia Smiles Dental Care,Valencia Smiles,76.0,A,West Anderson Lane,Austin,TX,78757,US,osm,https://valenciasmilesdentalcare.com/,valenciasmilesdentalcare.com,info@valenciasmilesdentalcare.com,+15126098228 +13179467724,https://www.facebook.com/ValenciaSmiles/ https://www.instagram.com/ValenciaSmiles/,False,ok,done,,true,Dario Valencia,true,wordpress,false,false,verified email (MX ok) +12; valid phone +8; website reachable +2; full address in OSM +3; opening hours in OSM +2; phone/website in OSM +2; live website +5; DIY site builder (wordpress) +7; no online booking +5; no chat widget +3; independent (not a chain) +12; physical address known +4; real business name +4; owner named on site +4; family-owned / owner-operated +3
72f8e63c3d04432ea1345ed493245ee6,Aloha Dental,Aloha Dental,72.0,A,East Riverside Drive,Austin,TX,78741,US,osm,https://www.aloha-dental.com/,aloha-dental.com,riverside@aloha-dental.com,+15127077300,https://www.facebook.com/share/18kVVRYu1j/?mibextid=wwXIfr https://www.yelp.com/biz/aloha-dental-austin https://www.instagram.com/alohadentaltx/,False,ok,done,,,,false,wordpress,true,false,verified email (MX ok) +12; valid phone +8; contact page found +3; website reachable +2; full address in OSM +3; opening hours in OSM +2; phone/website in OSM +2; live website +5; DIY site builder (wordpress) +7; no chat widget +3; copyright year 2024 is stale +5; independent (not a chain) +12; physical address known +4; real business name +4; no succession signals
351db62554be46f29b42e4b79d14b160,Tech Ridge Dental,Tech Ridge Dental,66.0,B,North Interstate 35,Austin,TX,78753,US,osm,https://www.techridgedental.com/,techridgedental.com,,+15128212394,,False,ok,done,2011,true,,true,,false,false,valid phone +8; website reachable +2; founded 2011 (15 yrs) +8; full address in OSM +3; opening hours in OSM +2; phone/website in OSM +2; live website +5; no online booking +5; no chat widget +3; independent (not a chain) +12; physical address known +4; real business name +4; 15 years old +5; family-owned / owner-operated +3
6942dc600301431ca3693fec7802ceb5,Smiles of Austin & Dripping Springs,Smiles of Austin,60.0,B,West 35th Street,Austin,TX,78703,US,osm,https://smilesofaustin.net/,smilesofaustin.net,,+15124518310 +15128943779,https://www.instagram.com/smiles_aus_drip/,False,ok,done,,,,true,wordpress,false,false,valid phone +8; website reachable +2; full address in OSM +3; opening hours in OSM +2; phone/website in OSM +2; live website +5; DIY site builder (wordpress) +7; no online booking +5; no chat widget +3; independent (not a chain) +12; physical address known +4; real business name +4; family-owned / owner-operated +3
66013e56c571423095a83ab735cb6507,Ortho 360 Orthodontics,Ortho 360 Orthodontics,57.0,B,West 38th Street,Austin,TX,78731,US,osm,https://www.ortho360.com/,ortho360.com,,+15123400360,https://www.facebook.com/ortho360/ https://www.instagram.com/ortho_360/ https://www.linkedin.com/company/ortho-360-orthodontics/mycompany/?viewAsMember=true,False,ok,done,,,,false,wordpress,false,true,valid phone +8; contact page found +3; website reachable +2; full address in OSM +3; opening hours in OSM +2; phone/website in OSM +2; live website +5; DIY site builder (wordpress) +7; no online booking +5; independent (not a chain) +12; physical address known +4; real business name +4; no succession signals
c7e3d0b5c74d4f018117e718a5e61596,Central Texas Pediatric Dentistry,Central Texas Pediatric Dentistry,55.0,B,Barbara Jordan Boulevard,Austin,TX,78723,US,osm,https://www.ctpdkid.com/,ctpdkid.com,ctpd@ctpdkid.com,+15124747575,,False,unreachable,not_needed,,,,,,,,verified email (MX ok) +12; valid phone +8; full address in OSM +3; opening hours in OSM +2; phone/website in OSM +2; no online booking +5; no chat widget +3; independent (not a chain) +12; physical address known +4; real business name +4; no succession signals
d56f75216b764f10b8d38eac280203de,Sonrisas Dental Center,Sonrisas Dental Center,53.0,C,West Louis Henna Boulevard,Austin,TX,78728,US,osm,https://sonrisasdentalcenter.com/,sonrisasdentalcenter.com,,+15125937970,https://www.instagram.com/sonrisasorthodontics/ https://facebook.com/sonrisasorthodontics,False,ok,done,,,,false,,false,false,valid phone +8; contact page found +3; website reachable +2; full address in OSM +3; opening hours in OSM +2; phone/website in OSM +2; live website +5; no online booking +5; no chat widget +3; independent (not a chain) +12; physical address known +4; real business name +4; no succession signals
ca9b500afb7b469eaad639232416b65e,Steiner Ranch Orthodontics James R. Waters,Steiner Ranch Orthodontics James R. Waters,48.0,C,North Quinlan Park Road,Austin,,78732,US,osm,https://bracesaustin.com/,bracesaustin.com,,+15127322500 +15124516457 +15122668585,https://www.facebook.com/TomblynFamilyOrtho/ https://www.instagram.com/tomblynfamilyortho/ https://www.twitter.com/TomblynOrtho,False,ok,done,,,,false,,false,false,valid phone +8; website reachable +2; full address in OSM +3; phone/website in OSM +2; live website +5; no online booking +5; no chat widget +3; independent (not a chain) +12; physical address known +4; real business name +4; no succession signals
1689b6601f5c4c3c93675995a9b5848a,Chisholm Trail Dental Health,Chisholm Trail Dental Health,43.0,C,Chisholm Trail,Round Rock,TX,78681,US,osm,,,,,,False,no_website,not_needed,,,,,,,,no reachable contact found; full address in OSM +3; no website at all — maximum digital upside +20; independent (not a chain) +12; physical address known +4; real business name +4; no succession signals
acc63ce16728420cbb9a4788e5cd30df,"Austin Dental Center, PC","Austin Dental Center, PC",43.0,C,Hancock Drive,Austin,TX,78756,US,osm,,,,,,False,no_website,not_needed,,,,,,,,no reachable contact found; full address in OSM +3; no website at all — maximum digital upside +20; independent (not a chain) +12; physical address known +4; real business name +4; no succession signals
0684a5c805d048ccaa664fcb37c43435,Brush 32,Brush 32 | Central Austin,43.0,C,Jefferson Street,Austin,TX,78731,US,osm,,,,,,False,no_website,not_needed,,,,,,,,no reachable contact found; full address in OSM +3; no website at all — maximum digital upside +20; independent (not a chain) +12; physical address known +4; real business name +4; no succession signals
d7fdc867bbb84c3a999e17d873c0cbfa,Lone Star Pediatric Dental & Braces,Lone Star Pediatric Dental & Braces,43.0,C,West 34th Street,Austin,TX,78705,US,osm,,,,,,False,no_website,not_needed,,,,,,,,no reachable contact found; full address in OSM +3; no website at all — maximum digital upside +20; independent (not a chain) +12; physical address known +4; real business name +4; no succession signals
d9404627c0ee47c6b2c9f3a113e194c4,Midtown Dental Associates,Midtown Dental Associates,43.0,C,North Interstate Highway 35 Service Road,Austin,TX,78705,US,osm,,,,,,False,no_website,not_needed,,,,,,,,no reachable contact found; full address in OSM +3; no website at all — maximum digital upside +20; independent (not a chain) +12; physical address known +4; real business name +4; no succession signals
a6f51e4b4c8a4f20b839250d914368da,Aqua Dental,Aqua Dental,43.0,C,East 32nd Street,Austin,TX,78705,US,osm,,,,,,False,no_website,not_needed,,,,,,,,no reachable contact found; full address in OSM +3; no website at all — maximum digital upside +20; independent (not a chain) +12; physical address known +4; real business name +4; no succession signals
4466379421a7454bb6d0678db66f31aa,Alpine Dental,Alpine Dental,43.0,C,Medical Arts Street,Austin,TX,78705,US,osm,,,,,,False,no_website,not_needed,,,,,,,,no reachable contact found; full address in OSM +3; no website at all — maximum digital upside +20; independent (not a chain) +12; physical address known +4; real business name +4; no succession signals
3fc07c7106d04053a5671e5b972ee255,Access Dental of E 7th,Access Dental of E 7th,43.0,C,East 7th Street,Austin,TX,78702,US,osm,,,,,,False,no_website,not_needed,,,,,,,,no reachable contact found; full address in OSM +3; no website at all — maximum digital upside +20; independent (not a chain) +12; physical address known +4; real business name +4; no succession signals
192ce7e66c494e8dae2d9314e5277031,East Austin Dental,East Austin Dental,43.0,C,East 5th Street,Austin,TX,78702,US,osm,,,,,,False,no_website,not_needed,,,,,,,,no reachable contact found; full address in OSM +3; no website at all — maximum digital upside +20; independent (not a chain) +12; physical address known +4; real business name +4; no succession signals
94cb90f57b7d4b32bf32fd47e09b8fb1,Emergency Dentist Austin,Emergency Dentist Austin,43.0,C,West 6th Street,Austin,TX,78701,US,osm,,,,,,False,no_website,not_needed,,,,,,,,no reachable contact found; full address in OSM +3; no website at all — maximum digital upside +20; independent (not a chain) +12; physical address known +4; real business name +4; no succession signals
cbf9c2a4ac8c4bc7b559830d89e62823,"Dr. Joyce L. Wong, DDS","Dr. Joyce L. Wong, DDS",43.0,C,Bee Caves Road,Austin,TX,78746,US,osm,,,,,,False,no_website,not_needed,,,,,,,,no reachable contact found; full address in OSM +3; no website at all — maximum digital upside +20; independent (not a chain) +12; physical address known +4; real business name +4; no succession signals
